SA1_7DIGITCODE_2016	employmentToPopulation
1149315	59.3
1149316	63.6
1149317	54.3
1149318	61
1149319	44.4
1149320	64
1149321	65.6
1149322	62.8
1149323	57.7
1149324	54.5
1149325	60.7
1149326	67.6
1149327	62.4
1149328	59.6
1149329	56.4
1149330	50.3
1149331	64.2
1149332	61.4
1149333	64.1
1149334	54.2
1149335	55.3
1149336	58.8
1149337	51.9
1149338	63
1149339	60.5
1149340	62.9
1149341	64.2
1149342	60.1
1149343	66
1149344	58.8
1149345	60.1
1149346	52.3
1149347	59.4
1149401	65.4
1149402	68.3
1149403	68.5
1149404	66
1149405	67.2
1149406	58.2
1149407	68.9
1149408	68.4
1149409	68.3
1149410	60.7
1149411	55.3
1149412	72.5
1149413	65.5
1149414	65.1
1149415	65.6
1149416	35.1
1149417	61.2
1149418	52.4
1149419	74.8
1149420	64.8
1149421	58.8
1149422	68.2
1149423	56.8
1149424	65.3
1149425	59.9
1149426	63.7
1149501	61.4
1149502	59.6
1149503	59.1
1149504	56.3
1149505	59.8
1149506	59.4
1149507	56.8
1149508	56.7
1149509	62.4
1149510	57.1
1149511	57.3
1149512	66.1
1149513	53.3
1149514	59.4
1149515	49.9
1149516	61.9
1149517	61.2
1149518	62
1149519	61
1149520	55.9
1149521	57.5
1149522	62.3
1149523	62.3
1149524	57.4
1149525	53.6
1149526	59.7
1149527	68.6
1149528	55.1
1149529	57.2
1149530	58.1
1149531	54.1
1149532	64
1149533	40.5
1149534	63.4
1149535	55.7
1149536	59.7
1149537	57.6
1149538	61
1149539	57.5
1149540	63.9
1149541	59.8
1149542	57.9
1149543	61.3
1149544	61.8
1149545	60.9
1149546	68.1
1149547	57.5
1149548	51
1149549	61.1
1149550	52.7
1149551	52.4
1149552	59.6
1149553	58.2
1149554	62
1149555	56.3
1149556	65.3
1149557	62.4
1149558	66.3
1149601	62.4
1149602	54.9
1149603	56.7
1149604	64.7
1149605	59.1
1149606	60.8
1149607	63.8
1149608	57.8
1149609	57.3
1149610	65.3
1149613	63
1149614	62.9
1149615	64.1
1149616	59.2
1149617	38
1149618	57.8
1149619	61.7
1149620	54.5
1149621	62.3
1149622	62.6
1149623	66
1149624	61.5
1149625	79.6
1149626	73.5
1149627	66.5
1149628	50.3
1149629	33.5
1149630	61.7
1149631	58.1
1149632	62.9
1149633	56.5
1149634	62.2
1149635	61.1
1149636	59.2
1149637	68.8
1149638	59.1
1149639	61.9
1149640	68.5
1149641	69.8
1149642	64.3
1149643	58.3
1149644	68.3
1149645	64.2
1149646	62.7
1149647	64
1149648	66.3
1149649	70
1149650	60.8
1149701	58.8
1149702	53.9
1149703	55.1
1149704	59
1149705	51.3
1149706	54.4
1149707	56.3
1149708	52.4
1149709	51.8
1149710	48.9
1149711	54.8
1149712	62.1
1149713	54
1149714	52.8
1149715	59.5
1149716	48.1
1149717	55.2
1149718	42.1
1149719	47.8
1149720	50.9
1149721	53.6
1149722	54.1
1149723	40.3
1149724	59.2
1149725	53.4
1149726	56.6
1149727	53.4
1149728	61.3
1149729	58.8
1149730	56.2
1149731	59.4
1149732	60.7
1149733	49.5
1149734	50.9
1149735	58.5
1149736	54.8
1149737	54.1
1149738	58
1149739	55.5
1149740	63.1
1149741	66.9
1149742	56.2
1149743	63.4
1149744	61.1
1149745	64.4
1149746	59.1
1149747	50.6
1149748	54.7
1149749	50
1149750	60.6
1149751	57.5
1149752	58.8
1149753	53
1149754	53
1149801	38.7
1149802	78.5
1149803	63.7
1149804	66.7
1149805	62.6
1149806	61.8
1149807	56.2
1149808	55.9
1149809	63.2
1149810	57.9
1149811	19.7
1149812	42.3
1149813	63.6
1149814	60.9
1149815	69.4
1149816	69.5
1149817	63.6
1149818	64
1149819	73.8
1149820	70.1
1149821	57.7
1149822	64.7
1149823	39.2
1149824	70.7
1149825	60.1
1149826	74.5
1149827	66
1149828	57.9
1149829	58
1149830	65.4
1149831	57.8
1149832	65.8
1149833	51.2
1149834	65.6
1149835	77.4
1149901	54.2
1149902	52.5
1149903	56
1149904	64.2
1149905	38.8
1149906	59.4
1149907	67.7
1149909	28.3
1149910	66.4
1149911	62
1149912	62.8
1149913	25.8
1149914	44.6
1149915	47.7
1149916	57.9
1149917	59.7
1149918	62.8
1149919	59.1
1149920	67
1149921	68.5
1149922	62.4
1149923	49.3
1149924	42.1
1150002	50.8
1150003	51.3
1150004	68.6
1150005	74.7
1150006	70.1
1150007	69.9
1150008	75.9
1150009	70.2
1150010	60.8
1150011	55.7
1150012	23.3
1150013	69
1150014	75.6
1150015	75.4
1150016	61.5
1150017	70.1
1150018	59.2
1150019	61.4
1150020	56.7
1150021	19.1
1150022	33.8
1150023	44.8
1150024	32.4
1150025	50.3
1150026	29
1150027	59.4
1150028	61.8
1150029	55.2
1150030	46.2
1150031	41.9
1150032	51.3
1150033	62
1150034	74.1
1150035	52.9
1150036	47.7
1150037	56.2
1150038	33.7
1150039	27.1
1150040	29.7
1150041	41.3
1150042	50.2
1150043	49.6
1150101	59
1150102	53.2
1150103	58
1150104	55.9
1150105	60.4
1150106	57.6
1150107	59.2
1150108	62.8
1150109	53.3
1150110	50.4
1150111	65.7
1150112	40.6
1150113	55.2
1150115	65.2
1150116	63.5
1150117	58.6
1150118	65.7
1150119	7.3
1150120	61.4
1150121	60.6
1150122	64.1
1150123	66.9
1150124	65.2
1150126	69.1
1150127	19
1150128	65.3
1150129	63.2
1150130	63.4
1150131	61.1
1150132	55.1
1150301	66.9
1150302	73.7
1150303	55.9
1150304	62.4
1150305	60.3
1150306	63.7
1150308	59.6
1150309	61.9
1150310	71.1
1150311	61.5
1150312	52.9
1150313	63.1
1150314	68.9
1150315	68.9
1150316	63.8
1150317	48.8
1150318	67.6
1150320	59.1
1150321	59.1
1150322	59.5
1150323	59
1150324	69.8
1150325	62.4
1150326	61.8
1150327	58.2
1150328	65.7
1150330	71.7
1150331	69.6
1150333	62.6
1150334	68.6
1150335	54.8
1150336	59.8
1150337	46.5
1150338	68.2
1150339	73.4
1150340	61.4
1150341	71.2
1150342	69.5
1150343	68.3
1150344	77.7
1150345	64.5
1150401	40.2
1150402	38.9
1150403	39.1
1150404	37.5
1150405	41.4
1150406	40.2
1150407	32.5
1150408	38.1
1150409	37.1
1150410	32.5
1150411	37.3
1150412	28.4
1150413	29.4
1150414	32.4
1150415	32.8
1150416	10.7
1150417	36.4
1150418	31.3
1150419	33
1150420	34.2
1150421	19.5
1150422	32.6
1150423	37.3
1150424	32.5
1150425	31
1150426	30.9
1150427	46.2
1150428	30.3
1150429	37.7
1150430	37.8
1150432	34.3
1150433	28.1
1150434	35.4
1150435	35.8
1150436	28.2
1150437	35.9
1150438	37.9
1150439	37.5
1150440	34.1
1150441	41.1
1150501	50.5
1150502	55.2
1150503	28.1
1150504	44.6
1150505	52.8
1150506	57.1
1150507	52.6
1150508	45
1150509	54.1
1150510	57.4
1150511	56.2
1150512	54.2
1150513	54.5
1150514	57.9
1150516	61.3
1150517	57
1150518	52.3
1150519	62.3
1150521	55.8
1150522	55
1150523	53.7
1150601	56.4
1150604	62.5
1150606	51.2
1150607	23.4
1150608	40
1150609	48.6
1150610	54.2
1150612	58
1150613	52.8
1150614	55.5
1150615	54.2
1150616	67.6
1150617	58.3
1150618	57.2
1150619	62.2
1150620	73
1150621	62.4
1150622	58.8
1150623	59.7
1150624	76.1
1150625	70.9
1150627	64.3
1150628	59
1150629	80
1150630	70.7
1150631	67
1150632	66.2
1150633	74
1150901	46.3
1150902	50.3
1150903	47.8
1150904	52.2
1150905	52.1
1150906	59.5
1150907	48
1150908	50.4
1150909	49.2
1150910	48.2
1150911	51
1150912	51.4
1150913	51.5
1150914	50.5
1150915	48.8
1150916	51.3
1150917	44
1150918	51.6
1150919	59.7
1150920	59
1150921	50
1150922	53.1
1150923	53.2
1150924	59.4
1150925	52.5
1150926	61.4
1150927	43.2
1150929	45.8
1150930	43.7
1150931	37.6
1150932	27.9
1150933	44.7
1150934	38.6
1150935	28.2
1150936	19.9
1151001	45.5
1151002	64.6
1151003	45.9
1151004	34.7
1151005	54.5
1151006	50.4
1151007	45.1
1151008	36.3
1151009	55.2
1151010	54.5
1151011	45
1151012	52.2
1151013	56.3
1151014	54.8
1151015	53.2
1151016	42.8
1151017	42.9
1151018	53.1
1151019	54.1
1151020	51.4
1151021	49.2
1151022	57.1
1151023	60
1151024	55.6
1151026	44
1151027	35.2
1151028	73.2
1151029	61.4
1151030	54.1
1151031	41.2
1151032	46.6
1151033	45.2
1151034	44.7
1151035	45.5
1151036	41.4
1151037	50
1151038	58.3
1151039	64.4
1151040	49
1151041	56.3
1151042	63.4
1151043	71.8
1151044	68.8
1151045	65.4
1151046	55.1
1151047	65.4
1151048	68.3
1151049	64.8
1151101	39.8
1151102	27.3
1151103	36.5
1151104	38.5
1151105	46.8
1151106	43.3
1151107	31.4
1151108	46.3
1151109	42.8
1151110	43.2
1151111	42.1
1151112	48
1151113	47.8
1151114	44
1151115	43.5
1151116	35.9
1151117	39.7
1151118	40.8
1151119	41.8
1151120	51.9
1151121	38.9
1151122	42.9
1151123	39.7
1151124	53.4
1151125	38.2
1151126	38.4
1151127	41.3
1151128	25.8
1151129	46.9
1151130	37.6
1151131	31
1151132	40.1
1151133	44
1151134	43.1
1151135	45.6
1151136	47.4
1151137	49
1151138	49.3
1151139	48.6
1151140	43.5
1151141	46.7
1151142	38.5
1151143	47.9
1151144	40.4
1151145	45.6
1151146	45.5
1151147	41.4
1151148	42.3
1151149	42.2
1151150	42.4
1151151	50.2
1151152	33.2
1151153	52.5
1151154	42
1151155	42.8
1151156	47.4
1151201	30.1
1151202	44.8
1151203	50.6
1151204	41
1151205	50.4
1151206	44.1
1151207	50
1151208	40.7
1151209	44.2
1151210	39.1
1151211	42.7
1151212	45.4
1151213	48.5
1151214	46
1151215	47.7
1151216	39.1
1151217	48.2
1151218	49.2
1151219	40.4
1151220	42.1
1151221	51.2
1151222	52.3
1151223	58.3
1151224	39.6
1151225	42.2
1151226	49
1151227	41.7
1151228	41.9
1151229	47.5
1151230	47.8
1151231	51.5
1151232	47.8
1151233	33.3
1151234	36.6
1151235	43.4
1151236	42.7
1151237	47
1151301	43.7
1151302	43.8
1151303	52.1
1151304	41.9
1151305	43.5
1151306	42.1
1151307	39.2
1151308	45.8
1151309	49.6
1151310	40.5
1151311	40.7
1151312	46.9
1151313	40.5
1151314	51.8
1151315	46
1151316	44.2
1151317	35.5
1151318	49.6
1151319	46.1
1151320	47.9
1151321	47.6
1151322	39.7
1151323	44
1151324	21.1
1151325	46.8
1151326	47.6
1151327	44.8
1151328	51.5
1151329	45.3
1151330	38.9
1151331	42.3
1151332	41.5
1151333	40.8
1151334	48.7
1151335	47.9
1151336	39.9
1151337	37.5
1151338	48.7
1151339	43
1151340	31.1
1151341	50.3
1151342	49.4
1151343	45.5
1151344	34.5
1151345	46.5
1151346	44.3
1151347	45.2
1151348	40.7
1151401	43.3
1151402	56.8
1151403	55
1151404	53
1151405	44
1151406	52.3
1151407	51.6
1151408	55
1151409	59.1
1151410	51.6
1151411	36.6
1151412	46.6
1151413	56.6
1151414	48.7
1151415	46.9
1151416	50.9
1151417	56.9
1151418	55.3
1151419	58.8
1151420	53.6
1151421	65.6
1151422	50.8
1151501	49.2
1151502	47.5
1151503	48.5
1151504	41.9
1151505	32.1
1151506	31.4
1151507	24.9
1151508	21.9
1151509	39.4
1151510	42
1151511	36.5
1151512	40.6
1151513	48.6
1151514	39.3
1151515	40
1151516	33.3
1151517	43.9
1151518	27.5
1151519	25.9
1151520	24.7
1151521	38.5
1151522	35
1151523	33.9
1151524	24.1
1151525	32.3
1151526	27.4
1151527	28
1151528	23.2
1151529	26.3
1151530	25.5
1151531	31
1151532	27.3
1151533	30.3
1151534	40.4
1151535	38.4
1151536	43.5
1151537	39.8
1151538	42.2
1151539	45.7
1151540	41.1
1151541	40.3
1151542	43.9
1151543	39.8
1151544	32.9
1151601	37.2
1151602	45.6
1151603	46.8
1151604	44.8
1151605	46.2
1151606	44.7
1151607	40.3
1151608	42.4
1151609	39.7
1151610	40.4
1151611	38.6
1151612	40.8
1151613	38.5
1151614	39.5
1151615	32.5
1151616	30.9
1151617	39.5
1151618	54.4
1151619	47.4
1151620	43.5
1151621	50.3
1151622	47.3
1151623	40.1
1151624	43.1
1151625	46.5
1151626	48.1
1151627	43.1
1151628	51
1151629	40.8
1151630	37.1
1151631	37.1
1151632	32.9
1151633	37.8
1151634	35.9
1151635	36.6
1151636	35.5
1151637	34.4
1151638	49.4
1151701	45.6
1151702	45.7
1151703	41.6
1151704	53.2
1151705	52.7
1151706	47.7
1151707	42.1
1151708	46.5
1151709	47.9
1151710	46.2
1151711	48.1
1151712	42.8
1151713	48.4
1151714	45.4
1151715	46.9
1151717	42.5
1151718	40.1
1151719	38.2
1151720	51.6
1151721	49.8
1151801	57
1151802	53
1151803	61.9
1151804	54.9
1151805	59.1
1151806	72.9
1151807	49.2
1151808	36.3
1151809	39.7
1151810	59.8
1151811	62.5
1151812	54.5
1151901	43.2
1151902	44
1151903	56.6
1151904	54.7
1151905	47.4
1151906	41.4
1151907	50.4
1151908	45.1
1151909	50
1151910	52.6
1151911	59.7
1151912	41.8
1151913	39.3
1151914	42.4
1151915	17.6
1151916	39.8
1151917	38.6
1151918	48.5
1151919	35.8
1151920	45.1
1151921	52.8
1151922	50.8
1151923	53.9
1151924	43.3
1151925	45.4
1151926	46.2
1151927	50.5
1151928	49
1151929	46.3
1151930	43.5
1151931	51.3
1151932	54.9
1151933	53.1
1151934	48.7
1151935	50
1151936	47.6
1151937	46.1
1151938	45
1151939	44.9
1151940	31.6
1152001	48.8
1152002	45
1152003	50.3
1152004	52.2
1152005	47.4
1152006	47.4
1152007	46.5
1152008	48.2
1152009	33.1
1152010	51.8
1152011	50
1152012	43.1
1152013	54.1
1152014	48.3
1152015	53.7
1152016	47.6
1152017	42.7
1152018	49.5
1152019	41.4
1152020	50.9
1152021	48.6
1152022	43.2
1152023	45
1152024	53.6
1152025	41.8
1152026	45
1152101	42.9
1152201	61.7
1152202	55.7
1152204	59.1
1152206	42.5
1152207	50.8
1152208	44.1
1152209	36.1
1152210	46.1
1152211	66.5
1152212	65.7
1152213	71.4
1152214	46.9
1152215	48.3
1152216	58.7
1152217	60.1
1152218	55.3
1152219	38.8
1152220	55.6
1152221	57.4
1152222	60.9
1152223	40.6
1152224	41.7
1152225	58.3
1152226	64.8
1152227	59.9
1152228	58.9
1152229	44.9
1152230	57.2
1152231	57.6
1152232	52.1
1152233	56.4
1152234	49.2
1152235	53.7
1152236	46.4
1152302	56.1
1152304	59.4
1152305	51.9
1152306	58.8
1152308	74.8
1152310	60.7
1152311	56.2
1152312	57.4
1152313	47.5
1152314	55.9
1152315	53.7
1152316	51.2
1152317	53.6
1152318	47.2
1152319	59.2
1152320	61
1152321	53
1152322	47.9
1152323	50.7
1152324	65.5
1152326	60.4
1152327	58
1152328	61
1152329	66.4
1152330	58.2
1152331	59.9
1152332	65
1152333	100
1152334	56.3
1152335	43.6
1152336	61.7
1152337	50.2
1152338	58.9
1152339	63.5
1152340	68.6
1152341	46.4
1152342	75
1152343	65.9
1152344	65.3
1152345	58.9
1152346	75.3
1152347	68.7
1152401	72
1152402	74.1
1152403	68.2
1152404	64.5
1152405	67.4
1152406	71.6
1152407	71
1152408	70.9
1152409	65.7
1152410	68.1
1152411	71.2
1152412	74.3
1152413	71.9
1152414	70
1152415	66.9
1152416	68.5
1152417	72.1
1152418	69.3
1152419	66.2
1152420	62.6
1152421	68.1
1152422	52
1152423	68.5
1152424	80.6
1152425	68.3
1152426	66.1
1152427	72.7
1152428	65.8
1152429	61.3
1152430	62.5
1152432	72.1
1152433	69.9
1152434	72.8
1152435	67.6
1152436	76.6
1152438	72.3
1152439	71.6
1152440	73.5
1152441	73.2
1152442	75.9
1152443	78.9
1152444	66.1
1152445	68.6
1152446	68.9
1152447	70.9
1152448	67.6
1152449	17.1
1152450	68.7
1152901	56.6
1152902	70.2
1152903	74.1
1152904	66.9
1152905	61.3
1152906	69.6
1152907	74.6
1152908	71.7
1152909	57.8
1152910	63.1
1152911	74
1152912	67.8
1152913	57
1152914	58.8
1152915	64.3
1152916	59.1
1152917	56.4
1152918	55.2
1152919	60.8
1152920	71
1152921	69.6
1152922	73.5
1152923	66.8
1152924	69.5
1152925	73.5
1152926	66.7
1152927	61.7
1152928	63.7
1152929	56
1152930	63.6
1152931	61.4
1152932	71.1
1152933	53
1152934	66.1
1152935	62.7
1152936	68.5
1152937	68.2
1152938	67
1152939	83.3
1152940	67.8
1153001	59
1153002	42.7
1153003	63.6
1153004	51.1
1153005	76.3
1153006	56.4
1153007	64.2
1153008	64
1153009	64.4
1153010	63.6
1153011	67.6
1153012	50.3
1153013	45.4
1153014	73.9
1153015	63.1
1153016	50.6
1153017	56.9
1153018	56
1153019	64.4
1153020	27.8
1153021	58
1153022	64.1
1153023	56.7
1153024	62
1153025	53.9
1153026	44.6
1153027	53.7
1153028	60.8
1153029	70.6
1153030	63.6
1153031	67.3
1153032	60.3
1153033	59.9
1153034	54.7
1153035	63
1153036	58.3
1153037	57.1
1153038	61.7
1153039	43.9
1153040	62.6
1153103	58.9
1153104	61.9
1153105	56.3
1153106	41.2
1153107	52.7
1153108	68.8
1153109	53.5
1153110	61.8
1153111	50.3
1153112	16.8
1153113	60
1153114	70
1153115	57.7
1153116	49.4
1153117	62.2
1153118	54.1
1153119	62.3
1153120	56.1
1153121	59.9
1153122	52.9
1153123	21.4
1153124	62
1153125	61.1
1153126	63.5
1153127	63.9
1153128	61
1153129	56.7
1153130	55.4
1153131	53.5
1153132	48
1153133	44.7
1153134	44.8
1153135	62.5
1153136	62.2
1153137	55.4
1153301	70.2
1153302	62.4
1153303	74.4
1153304	100
1153305	67.6
1153306	24.3
1153307	60.2
1153308	66.8
1153309	60.2
1153310	70.1
1153311	77.3
1153312	63
1153313	58.8
1153314	68.4
1153315	64.6
1153316	61.3
1153317	64.5
1153318	65.2
1153401	65.2
1153403	68.7
1153404	68.3
1153405	62.2
1153406	71
1153407	63
1153408	67
1153409	64.6
1153410	60.6
1153411	72
1153412	70.3
1153413	63.2
1153414	65
1153415	68
1153416	65.8
1153417	30
1153418	41.6
1153419	70.3
1153420	71.6
1153422	68.5
1153423	65.5
1153424	63.2
1153425	69.1
1153426	66.2
1153427	77.8
1153428	79.2
1153429	68.9
1153430	64.3
1153431	73.5
1153432	73.5
1153501	69.8
1153502	71.6
1153503	55.2
1153504	79.8
1153505	25
1153506	78.8
1153507	68.1
1153508	63.7
1153509	71
1153510	76.5
1153511	77
1153512	77.4
1153513	68.7
1153514	52.3
1153515	53.7
1153518	76.3
1153519	75.3
1153520	50.3
1153521	69.6
1153522	67.7
1153523	74.5
1153524	68.6
1153525	74.9
1153526	70.6
1153527	81.7
1153528	63.8
1153529	73.2
1153530	75.9
1153531	73.2
1153532	64.5
1153533	77.9
1153534	61.7
1153535	65.3
1153536	69.5
1153538	70.5
1153539	27.7
1153540	68.6
1153541	65.4
1153542	71.3
1153543	73.6
1153544	72.6
1153545	68.2
1153546	67.5
1153547	64.9
1153548	63.1
1153549	69.4
1153550	70.2
1153551	61.8
1153552	62.8
1153553	64.9
1153554	67.8
1153555	74.7
1153556	62
1153557	70.2
1153601	71.6
1153602	71.9
1153603	61.3
1153604	64.5
1153605	67.7
1153606	62.1
1153607	63.5
1153608	63.1
1153609	65.4
1153610	68.9
1153611	69.9
1153612	68
1153613	62.9
1153614	69.9
1153615	65.4
1153616	63.9
1153617	61
1153618	61.9
1153619	65.4
1153620	76.8
1153621	66.6
1153622	72.3
1153623	56.1
1153624	68.1
1153625	62.3
1153626	66.6
1153627	63
1153628	60.5
1153629	72.3
1153630	66.7
1153631	68.7
1153632	70.3
1153633	66
1153634	67.7
1153635	58.7
1153636	70.8
1153637	70.9
1153638	64.5
1153639	58
1153640	59.5
1153641	72.7
1153642	62.8
1153643	49.1
1153644	59.7
1153645	56.7
1153646	63.1
1153647	72
1153648	62.2
1153649	56.4
1153701	65.4
1153801	70
1153802	61
1153803	67.6
1153804	82.8
1153806	54
1153808	71.9
1153809	66.7
1153810	69.6
1153812	59.8
1153813	42.3
1153814	50.4
1153815	62
1153816	41.6
1153817	77.5
1153818	50
1153820	75.8
1153821	71.5
1153822	51.1
1153823	69
1153824	87.5
1153825	37.6
1153826	75.9
1153827	64.5
1153828	58.1
1153829	63.7
1153830	71.6
1153831	64
1153832	65.7
1153833	53.7
1153834	63.1
1153835	42.8
1153836	60.4
1153837	58.7
1153838	60.7
1153839	68.3
1153840	66.7
1153841	65.8
1153842	45.9
1153843	65.4
1153844	69.7
1153845	69.2
1153846	71.9
1153847	59.4
1153848	64.3
1153849	61
1153850	75
1153851	48.3
1153852	64.8
1153853	76.1
1153901	75.6
1153902	58.6
1153903	48.9
1153904	55
1153905	50.6
1153906	53.5
1153908	50.6
1153909	38.5
1153910	55
1153911	65.4
1153912	62
1153913	55.3
1153914	66.9
1153915	45.5
1153916	61.9
1153917	49.8
1153918	40.9
1153919	46.3
1153920	63.9
1153921	64.1
1153922	63.6
1153923	55.9
1153924	36.4
1153925	60.5
1153926	48.2
1153927	66
1153928	29.2
1153929	52.5
1153930	56.6
1153931	51.6
1153932	56.3
1153933	55.4
1153934	51.7
1153935	49.3
1153936	56.1
1153937	33.4
1153938	49
1153939	34
1153940	44.7
1153941	59
1153942	41.6
1153943	62.2
1153944	53.9
1153945	50.2
1153946	77.2
1153947	56.9
1153948	50.5
1153949	38.1
1153950	55.5
1153951	48.7
1153952	45.1
1153953	52.3
1153954	41.1
1153955	70.4
1153956	57.6
1153957	51.1
1153959	51.1
1153960	56.2
1153961	55.4
1153962	67.5
1153963	26.1
1153964	55.4
1153966	73.1
1153967	17.5
1154001	51.9
1154002	42.2
1154003	44.7
1154004	53.2
1154005	62.8
1154006	57.5
1154007	63.6
1154008	43.9
1154009	53.3
1154010	41.7
1154011	46.4
1154012	48.7
1154013	60.8
1154014	69
1154015	69.9
1154016	65.5
1154017	65.8
1154018	55.6
1154019	56.2
1154020	49.9
1154021	65.2
1154022	49
1154023	55.2
1154024	48.7
1154025	62.6
1154026	47.9
1154027	58
1154028	52.4
1154029	55.5
1154030	45.1
1154031	49.8
1154032	50.2
1154033	54.2
1154101	65.9
1154102	46.7
1154103	40.5
1154104	53.5
1154105	54
1154106	63.4
1154107	57.1
1154108	70.6
1154109	58.5
1154110	67.8
1154111	54.8
1154112	56.7
1154113	53.7
1154114	62.3
1154201	65.7
1154202	55.9
1154203	58.4
1154204	61.5
1154205	69.2
1154206	48.4
1154207	58.5
1154208	63
1154209	64
1154210	68.4
1154211	67.3
1154212	57.4
1154213	72.9
1154214	68.4
1154215	27.3
1154216	57.1
1154217	75.6
1154218	65.8
1154219	53.8
1154220	52.2
1154221	71.3
1154222	70.6
1154223	70.3
1154224	79.9
1154225	73.6
1154226	68.2
1154227	71.8
1154228	72.3
1154229	45.8
1154230	56.8
1154231	69.1
1154232	82.4
1154233	79.6
1154234	61.6
1154235	67.8
1154301	44.6
1154302	48.9
1154303	50
1154304	39.9
1154305	45.9
1154306	62.9
1154307	35.5
1154308	42
1154309	51.7
1154310	60.1
1154311	41.8
1154312	40.9
1154313	40.9
1154314	52.5
1154315	50.3
1154316	53.8
1154317	59.3
1154318	42.3
1154319	45.6
1154321	60.7
1154322	58.2
1154323	59.5
1154324	40
1154325	66.7
1154326	63.3
1154327	42
1154328	54.5
1154329	61.3
1154330	50.6
1154401	53.5
1154402	56.4
1154403	55.5
1154404	61.4
1154405	55.3
1154406	60.1
1154407	40
1154408	55.2
1154409	46.7
1154410	43.2
1154411	73.8
1154412	51.2
1154413	25.8
1154414	63
1154415	49.4
1154416	32.5
1154417	41.8
1154418	68.3
1154419	53.8
1154420	60.3
1154421	41.6
1154501	32
1154502	35.4
1154503	38.2
1154504	57.5
1154505	60
1154506	35.1
1154507	38.8
1154508	44
1154509	45.8
1154510	45.1
1154511	66.3
1154512	42.9
1154513	42.9
1154514	45.3
1154515	41.6
1154516	45.3
1154517	46.9
1154518	40.7
1154519	48.8
1154520	48.6
1154522	50.2
1154523	48.8
1154524	40.3
1154525	42.5
1154526	69.2
1154527	41.2
1154528	27
1154529	34.1
1154530	60.1
1154531	58
1154532	50.8
1154533	30.4
1154534	46.2
1154535	41.1
1154536	31.8
1154537	82.8
1154601	52.4
1154602	59.4
1154603	24.7
1154604	35.9
1154605	30.2
1154606	47.7
1154607	18.9
1154609	34.6
1154610	48.4
1154611	37.5
1154612	29.6
1154613	48.2
1154614	60.4
1154615	34.6
1154617	42.2
1154619	12.1
1154620	42
1154621	48
1154622	30.4
1154623	37.3
1154624	23.2
1154625	42.1
1154626	35
1154629	33.5
1154630	37.9
1154631	43
1154632	41.2
1154701	60.6
1154702	46.6
1154703	13.6
1154704	52.3
1154705	44.9
1154707	48.9
1154708	55.2
1154709	43.5
1154710	50.8
1154711	45.6
1154801	63.1
1154802	43.4
1154803	42
1154804	41.9
1154805	57.1
1154806	44.6
1154807	46.9
1154808	54.1
1154809	50.8
1154810	46.9
1154811	52.5
1154812	26.4
1154813	43
1154814	57.9
1154815	42.3
1154816	50.8
1154819	51.5
1154820	11.3
1154821	46.7
1154822	58.2
1154823	59.1
1154824	61.8
1154825	58.1
1154826	49.4
1154827	53.1
1154828	52.5
1154829	42.6
1154830	43.6
1154831	23.1
1154832	60.2
1154833	62
1154834	48.8
1154901	56.5
1154902	34.3
1154903	55.5
1154904	60.8
1154905	53.2
1154906	53.2
1154907	42.1
1154908	47.7
1154909	64.4
1154910	40.3
1154911	45.5
1154912	59.3
1154913	51.9
1154914	61.8
1154915	61.7
1154916	61.6
1154917	43.3
1154918	65.4
1154919	48.4
1154920	53.2
1154921	53.1
1154922	49.4
1154923	48.1
1154924	33.8
1154925	60.5
1154926	47.5
1154927	49.6
1154928	53.8
1154929	48.2
1154930	57.3
1154931	46.6
1154932	40.4
1154933	61.3
1154934	68.5
1154935	52.4
1155001	58.8
1155002	53.9
1155003	21.7
1155004	11.7
1155005	56.8
1155006	33.4
1155007	60
1155008	15.9
1155009	47.1
1155010	39.2
1155011	65.9
1155012	56
1155013	48.9
1155014	45
1155015	56.6
1155016	54.9
1155017	40.9
1155018	51.7
1155019	34.6
1155020	53
1155021	40.9
1155022	48.9
1155023	57.2
1155024	57.2
1155025	56.3
1155026	59.3
1155027	61.9
1155028	14.9
1155029	60.1
1155030	46.2
1155031	51.7
1155033	59.8
1155034	55.6
1155035	49.6
1155036	52.9
1155037	27.7
1155038	41.5
1155039	55.3
1155040	51.4
1155101	55.3
1155102	67.1
1155103	61.3
1155104	50.5
1155105	58.3
