SA1_7DIGITCODE_2016	persons
1134018	666
1134019	308
1134020	259
1134021	352
1134022	424
1134023	284
1134024	459
1134025	546
1134026	571
1134027	457
1134028	418
1134029	554
1134030	623
1134031	581
1134032	356
1134033	608
1134035	170
1134036	440
1134037	281
1134038	423
1134039	492
1134040	352
1134041	211
1134042	640
1134043	545
1134044	292
1134045	229
1134046	3
1134047	431
1134101	275
1134102	278
1134103	563
1134104	345
1134105	244
1134106	481
1134107	397
1134108	484
1134109	359
1134110	442
1134111	619
1134112	476
1134113	292
1134114	300
1134115	446
1134116	595
1134117	685
1134118	290
1134119	341
1134120	373
1134121	606
1134122	317
1134123	433
1134124	426
1134125	289
1134126	596
1134127	719
1134128	659
1134129	466
1134130	339
1134131	530
1134132	279
1134133	540
1134134	398
1134135	587
1134137	343
1134138	664
1134139	382
1134301	395
1134302	696
1134303	499
1134304	480
1134305	379
1134306	441
1134307	696
1134308	715
1134309	303
1134310	166
1134311	335
1134312	503
1134313	490
1134314	392
1134315	346
1134316	383
1134317	554
1134318	302
1134319	460
1134320	383
1134321	368
1134322	629
1134323	285
1134324	471
1134325	461
1134326	322
1134327	537
1134328	445
1134329	356
1134330	314
1134331	408
1134332	554
1134333	449
1134334	233
1134335	588
1134336	407
1134337	373
1134338	545
1134339	409
1134340	507
1134341	292
1134342	313
1134343	333
1134344	220
1134345	367
1134346	448
1134347	642
1134348	408
1134349	617
1134350	373
1134351	299
1134352	455
1134353	486
1134354	400
1134355	560
1134356	715
1134357	369
1134401	682
1134402	388
1134403	483
1134404	463
1134405	451
1134406	540
1134407	495
1134408	460
1134409	452
1134410	328
1134411	351
1134412	742
1134413	373
1134414	423
1134415	371
1134416	416
1134417	308
1134418	497
1134419	429
1134420	327
1134421	414
1134422	487
1134423	348
1134424	602
1134501	543
1134502	522
1134503	444
1134504	406
1134505	525
1134506	311
1134507	533
1134508	510
1134509	462
1134510	325
1134511	326
1134512	575
1134513	314
1134514	22
1134516	510
1134517	303
1134518	419
1134519	453
1134520	537
1134521	392
1134522	39
1134523	412
1134524	458
1134525	267
1134526	536
1134527	429
1134528	496
1134529	502
1134530	546
1134531	461
1134532	164
1134533	431
1134534	340
1134535	724
1134536	396
1134537	530
1134601	329
1134602	311
1134603	359
1134604	331
1134605	333
1134606	530
1134608	385
1134609	547
1134610	338
1134612	457
1134613	429
1134614	266
1134615	330
1134616	373
1134617	472
1134618	634
1134619	14
1134620	731
1134621	356
1134622	361
1134623	312
1134624	409
1134625	495
1134626	462
1134627	459
1134628	543
1134629	155
1134630	424
1134631	308
1134632	393
1134701	502
1134702	463
1134703	328
1134704	605
1134705	706
1134706	652
1134707	371
1134708	544
1134709	332
1134710	402
1134711	309
1134712	405
1134713	467
1134714	558
1134715	346
1134716	459
1134717	232
1134801	673
1134802	465
1134803	559
1134804	568
1134805	266
1134806	445
1134807	433
1134808	222
1134809	277
1134810	353
1134811	450
1134812	309
1134813	499
1134814	614
1134815	318
1134816	548
1134817	496
1134818	297
1134819	421
1134820	477
1134821	474
1134822	269
1134823	645
1134824	606
1134825	357
1134826	373
1134827	407
1134828	290
1134829	352
1134830	518
1134831	362
1134832	536
1134833	556
1134834	314
1134835	479
1134836	457
1134837	370
1134838	538
1134839	464
1134840	417
1134841	594
1134842	722
1134843	481
1134844	461
1134845	652
1134846	498
1134847	417
1134848	326
1134849	401
1134850	311
1134851	310
1134852	299
1134853	257
1134854	331
1134855	431
1134856	251
1134857	285
1134858	229
1134859	456
1134860	264
1135001	386
1135002	503
1135003	528
1135004	360
1135006	484
1135007	110
1135008	414
1135009	430
1135010	357
1135011	420
1135012	479
1135013	502
1135014	240
1135015	378
1135017	443
1135018	615
1135019	290
1135020	626
1135021	705
1135022	661
1135023	501
1135024	3
1135025	76
1135026	4
1135027	270
1135028	1691
1135029	541
1135030	391
1135031	408
1135032	451
1135033	408
1135034	297
1135035	499
1135036	361
1135037	507
1135038	536
1135039	572
1135040	493
1135041	402
1135042	355
1135043	330
1135044	506
1135047	279
1135048	539
1135049	370
1135050	407
1135051	342
1135052	983
1135053	321
1135054	310
1135055	1196
1135056	407
1135057	356
1135401	412
1135402	409
1135403	525
1135404	349
1135405	350
1135406	473
1135407	224
1135408	335
1135409	454
1135410	523
1135411	335
1135412	621
1135413	649
1135414	470
1135415	1014
1135417	383
1135418	518
1135419	607
1135420	453
1135421	587
1135422	584
1135423	17
1135424	324
1135425	349
1135426	393
1135427	603
1135428	353
1135429	310
1135430	202
1135431	342
1135432	298
1135433	315
1135434	355
1135435	589
1135436	366
1135438	233
1135439	533
1135440	311
1135441	414
1135442	358
1135443	432
1135444	483
1135445	575
1135446	439
1135447	372
1135448	357
1135449	215
1135450	554
1135451	510
1135452	377
1135453	322
1135454	268
1135501	5
1135502	893
1135601	4
1135602	5
1135603	362
1135606	574
1135607	321
1135608	561
1135609	596
1135610	639
1135611	566
1135612	579
1135613	650
1135614	556
1135615	532
1135616	344
1135617	360
1135618	526
1135619	627
1135621	411
1135622	8
1135623	545
1135624	484
1135625	463
1135626	389
1135627	418
1135628	499
1135629	273
1135701	557
1135702	410
1135703	370
1135704	434
1135705	307
1135706	680
1135707	367
1135708	618
1135709	398
1135710	402
1135711	683
1135712	680
1135713	477
1135714	296
1135715	394
1135716	616
1135717	279
1135718	450
1135719	248
1135720	359
1135721	536
1135722	422
1135723	482
1135724	372
1135725	485
1135726	584
1135727	549
1135728	670
1135729	476
1135730	403
1135731	486
1135732	548
1135733	625
1135734	542
1135735	600
1135736	559
1135737	362
1135738	661
1135739	579
1135740	375
1135741	454
1135742	374
1135743	379
1135744	443
1135745	480
1135746	389
1135747	348
1135748	445
1135749	4
1135750	614
1135751	222
1135752	408
1135753	582
1135754	298
1135755	276
1135756	283
1135757	266
1135758	354
1135801	443
1135802	244
1135803	473
1135804	671
1135805	332
1135806	9
1135807	285
1135808	640
1135809	499
1135810	641
1135811	355
1135812	344
1135813	339
1135814	565
1135815	405
1135816	551
1135817	3
1135818	445
1135819	390
1135820	494
1135821	516
1135822	331
1135823	587
1135824	293
1135825	97
1135826	272
1135827	495
1135828	456
1135829	488
1135830	381
1135831	402
1135832	299
1135833	312
1135834	518
1135836	373
1135837	249
1135838	507
1135839	505
1135840	350
1135841	360
1135842	547
1135901	482
1135902	272
1135903	370
1135904	339
1135905	434
1135906	405
1135907	533
1135908	521
1135909	444
1135910	3
1135911	490
1135912	409
1135913	317
1135914	409
1135915	602
1135916	439
1135917	356
1135918	395
1135919	451
1135920	321
1135921	347
1135922	6
1135923	660
1135924	532
1135925	532
1135926	583
1135927	406
1135928	390
1135929	428
1135930	533
1135931	474
1135932	545
1135933	487
1135934	642
1135935	551
1135936	336
1135937	489
1135938	327
1135939	410
1135940	334
1135941	8
1135942	484
1135943	390
1135944	392
1135945	503
1135946	417
1135947	571
1135948	332
1135949	662
1135950	466
1135951	298
1135953	374
1135954	595
1135955	439
1135956	521
1135957	514
1135958	406
1135959	539
1135960	511
1135961	378
1136001	577
1136002	631
1136003	525
1136004	384
1136005	444
1136006	386
1136007	412
1136008	447
1136009	445
1136010	416
1136011	308
1136012	373
1136013	321
1136014	548
1136015	313
1136016	632
1136017	533
1136018	700
1136019	689
1136020	229
1136021	389
1136022	420
1136023	397
1136024	524
1136025	302
1136026	509
1136027	704
1136028	355
1136029	659
1136030	404
1136031	260
1136032	549
1136033	582
1136034	311
1136035	552
1136101	375
1136103	311
1136104	659
1136105	379
1136106	451
1136107	541
1136108	628
1136109	400
1136110	349
1136111	226
1136112	482
1136113	585
1136114	539
1136115	500
1136116	384
1136117	693
1136118	537
1136119	530
1136120	409
1136121	447
1136122	591
1136123	484
1136124	570
1136125	358
1136126	519
1136127	549
1136128	394
1136129	417
1136130	384
1136131	345
1136132	515
1136133	427
1136134	653
1136135	382
1136136	404
1136137	471
1136138	441
1136139	318
1136140	485
1136141	383
1136142	714
1136143	307
1136144	299
1136145	436
1136146	440
1136201	278
1136202	284
1136203	408
1136204	371
1136205	437
1136206	455
1136207	562
1136208	382
1136209	477
1136210	376
1136211	492
1136212	588
1136213	501
1136214	337
1136215	431
1136216	486
1136217	470
1136218	386
1136219	588
1136220	435
1136221	508
1136222	402
1136223	581
1136224	459
1136225	536
1136226	485
1136227	602
1136228	598
1136229	531
1136230	547
1136231	398
1136232	522
1136233	420
1136234	410
1136235	683
1136236	265
1136237	238
1136238	498
1136239	488
1136240	255
1136241	231
1136242	262
1136243	383
1136301	281
1136302	568
1136303	568
1136304	500
1136305	418
1136306	388
1136307	489
1136308	557
1136309	584
1136310	520
1136311	412
1136312	347
1136313	436
1136314	232
1136315	466
1136316	486
1136317	346
1136318	618
1136319	568
1136320	620
1136321	451
1136322	572
1136323	363
1136324	569
1136325	407
1136326	379
1136327	777
1136328	466
1136329	612
1136330	495
1136331	442
1136332	385
1136333	424
1136334	380
1136335	557
1136336	742
1136337	462
1136338	428
1136339	236
1136340	376
1136341	492
1136342	520
1136343	360
1136344	602
1136345	710
1136346	556
1136347	1409
1136348	3
1136349	331
1136350	536
1136351	547
1136352	251
1136353	292
1136354	332
1136355	318
1136356	333
1136357	323
1136358	852
1136359	343
1136360	303
1136361	215
1136362	248
1136363	436
1136364	489
1136365	436
1136366	186
1136367	286
1136401	290
1136402	600
1136403	521
1136404	291
1136405	404
1136406	575
1136407	473
1136408	241
1136409	257
1136410	308
1136411	337
1136412	446
1136413	440
1136414	443
1136415	515
1136416	599
1136417	443
1136418	341
1136419	242
1136420	425
1136421	339
1136422	438
1136423	506
1136424	286
1136425	262
1136426	272
1136427	308
1136428	601
1136430	534
1136431	563
1136432	312
1136433	572
1136434	278
1136435	494
1136436	683
1136437	451
1136438	691
1136439	356
1136440	527
1136441	443
1136442	436
1136443	353
1136444	454
1136445	342
1136446	611
1136447	605
1136448	211
1136449	523
1136450	521
1136451	195
1136452	443
1136453	236
1136454	225
1136455	288
1136456	456
1136457	321
1136458	345
1136601	415
1136602	583
1136603	514
1136604	510
1136605	417
1136606	470
1136607	472
1136608	343
1136609	562
1136610	434
1136611	480
1136612	920
1136613	414
1136614	321
1136615	434
1136616	452
1136617	322
1136618	513
1136619	251
1136620	408
1136621	603
1136622	340
1136623	495
1136624	626
1136625	375
1136626	529
1136627	423
1136628	363
1136629	522
1136630	381
1136631	382
1136632	526
1136633	282
1136634	485
1136635	406
1136636	578
1136637	603
1136638	530
1136639	372
1136640	372
1136641	3
1136642	545
1136643	424
1136644	27
1136645	448
1136646	318
1136647	281
1136648	299
1136701	419
1136702	564
1136703	331
1136704	434
1136705	189
1136706	331
1136707	508
1136708	344
1136709	391
1136710	341
1136711	497
1136712	495
1136713	611
1136714	422
1136715	445
1136716	494
1136717	493
1136718	540
1136719	431
1136720	789
1136721	543
1136722	563
1136723	595
1136724	716
1136725	584
1136726	554
1136727	580
1136728	541
1136801	281
1136802	400
1136803	443
1136804	615
1136805	975
1136806	634
1136807	488
1136808	597
1136809	520
1136810	514
1136811	346
1136812	591
1136813	437
1136814	465
1136815	595
1136816	366
1136817	926
1136818	431
1136819	482
1136820	598
1136821	391
1136822	484
1136823	344
1136824	529
1136825	569
1136826	648
1136827	328
1136828	465
1136829	1655
1136830	717
1136831	485
1136832	868
1136833	428
1136834	425
1136835	618
1136836	454
1136837	334
1136838	419
1136839	443
1136840	499
1136841	574
1136842	426
1136843	808
1136901	298
1136902	430
1136903	537
1136905	368
1136906	515
1136907	609
1136908	565
1136909	579
1136910	577
1136911	541
1136912	451
1136913	402
1136914	629
1136915	358
1136916	430
1136917	410
1136918	508
1136919	458
1136920	258
1136921	584
1136922	545
1136923	538
1136924	427
1136925	517
1136926	614
1136927	800
1136928	779
1136929	751
1136930	524
1136931	390
1136932	540
1136933	816
1136934	322
1136935	508
1136936	498
1136937	668
1136938	408
1136939	466
1136940	340
1136941	326
1136942	535
1136943	327
1136944	451
1136945	580
1136946	507
1136948	446
1136949	236
1136950	567
1137001	319
1137002	427
1137003	338
1137004	386
1137005	427
1137006	447
1137007	530
1137008	397
1137009	393
1137010	517
1137011	711
1137012	359
1137013	246
1137014	551
1137015	393
1137016	406
1137017	493
1137018	629
1137019	816
1137020	481
1137021	386
1137022	373
1137023	383
1137024	555
1137025	546
1137026	644
1137027	342
1137028	416
1137029	392
1137030	474
1137101	269
1137102	347
1137103	240
1137104	424
1137105	401
1137106	291
1137107	585
1137108	628
1137109	530
1137110	549
1137111	448
1137112	446
1137113	391
1137114	449
1137115	456
1137116	364
1137117	227
1137118	469
1137119	376
1137120	561
1137121	441
1137122	413
1137123	251
1137124	211
1137125	320
1137126	550
1137127	469
1137128	440
1137129	369
1137130	398
1137131	297
1137201	586
1137202	508
1137203	487
1137204	25
1137205	273
1137206	557
1137207	461
1137208	467
1137210	523
1137211	350
1137212	430
1137213	609
1137214	499
1137215	319
1137216	666
1137217	199
1137218	673
1137219	623
1137220	409
1137221	508
1137222	298
1137223	465
1137224	301
1137225	280
1137226	290
1137227	350
1137228	298
1137229	333
1137230	584
1137231	478
1137232	566
1137233	285
1137234	384
1137235	400
1137236	335
1137237	423
1137238	584
1137239	325
1137240	320
1137241	313
1137242	287
1137243	245
1137244	302
1137245	326
1137301	361
1137302	664
1137303	572
1137304	681
1137305	330
1137306	397
1137308	259
1137309	410
1137310	1289
1137312	332
1137313	512
1137314	284
1137316	690
1137317	449
1137318	642
1137319	559
1137320	298
1137321	373
1137322	473
1137323	576
1137324	493
1137325	632
1137401	491
1137402	646
1137403	407
1137404	314
1137405	305
1137406	860
1137407	400
1137408	462
1137409	423
1137410	418
1137411	275
1137412	219
1137413	490
1137414	488
1137415	280
1137416	584
1137417	586
1137418	580
1137419	350
1137420	444
1137421	606
1137422	466
1137423	353
1137424	332
1137425	450
1137426	367
1137427	597
1137428	367
1137429	744
1137430	518
1137431	258
1137432	243
1137433	439
1137434	416
1137435	289
1137436	469
1137437	580
1137438	345
1137439	480
1137440	208
1137441	420
1137442	516
1137443	429
1137444	328
1137445	412
1137446	510
1137447	472
1137448	365
1137449	423
1137450	250
1137451	199
1137452	466
1137454	274
1137455	280
1137456	345
1137457	388
1137458	459
1137501	473
1137502	509
1137503	514
1137504	278
1137505	627
1137506	816
1137507	410
1137509	1016
1137510	578
1137511	521
1137512	745
1137513	530
1137514	559
1137515	1133
1137516	746
1137517	677
1137518	561
1137522	482
1137523	346
1137524	357
1137525	359
1137526	404
1137527	368
1137528	421
1137529	336
1137530	299
1137531	469
1137532	503
1137533	371
1137534	568
1137535	485
1137536	606
1137537	787
1137538	1973
1137539	1606
1137601	403
1137602	538
1137603	422
1137604	379
1137605	434
1137606	560
1137607	284
1137608	769
1137609	213
1137610	396
1137611	250
1137612	281
1137613	325
1137614	650
1137615	516
1137616	605
1137617	773
1137618	389
1137619	503
1137620	438
1137621	248
1137622	291
1137623	321
1137624	496
1137625	515
1137626	553
1137627	633
1137628	488
1137629	371
1137630	648
1137631	447
1137632	555
1137633	505
1137634	390
1137635	459
1137636	605
1137637	312
1137638	678
1137639	484
1137640	510
1137641	602
1137642	550
1137643	442
1137644	456
1137645	433
1137646	233
1137647	504
1137648	506
1137649	387
1137650	355
1137651	470
1137652	383
1137653	459
1137654	508
1137655	428
1137656	541
1137657	577
1137701	345
1137702	280
1137703	198
1137704	438
1137705	372
1137706	259
1137707	443
1137708	344
1137709	279
1137710	281
1137711	207
1137712	314
1137713	333
1137714	445
1137715	417
1137716	300
1137717	264
1137718	395
1137719	734
1137720	256
1137721	456
1137722	530
1137723	363
1137724	444
1137725	350
1137726	273
1137727	670
1137728	399
1137729	557
1137730	397
1137731	219
1137732	307
1137733	363
1137734	372
1137801	293
1137802	541
1137803	434
1137804	318
1137805	562
1137806	540
1137807	427
1137808	393
1137810	344
1137811	428
1137813	484
1137814	220
1137815	5
1137816	396
1137817	713
1137818	259
1137819	644
1137820	233
1137821	432
1137822	563
1137823	434
1137824	1018
1137825	530
1137826	733
1137827	378
1137901	348
1137902	623
1137903	594
1137904	784
1137905	402
1137906	575
1137907	703
1137908	365
1137909	324
1137910	355
1137911	305
1137912	841
1137913	407
1137914	307
1137915	519
1137916	211
1137917	479
1137918	541
1137919	593
1137920	447
1137921	516
1137922	308
1137923	485
1137924	499
1137925	491
1137926	7
1137927	258
1137928	236
1137929	330
1137930	410
1137931	286
1137932	332
1137933	496
1137934	438
1137935	535
1137936	300
1137937	309
1138001	478
1138002	485
1138003	281
1138004	310
1138005	341
1138006	356
1138007	415
1138008	454
1138009	493
1138010	554
1138011	593
1138012	190
1138013	336
1138014	539
1138015	229
1138016	290
1138017	509
1138018	714
1138019	506
1138020	539
1138021	337
1138022	445
1138023	626
1138024	466
1138025	323
1138026	652
1138027	557
1138028	489
1138029	325
1138030	478
1138031	388
1138032	277
1138101	425
1138102	526
1138103	356
1138104	528
1138106	238
1138107	265
1138108	228
1138109	410
1138110	258
1138111	569
1138112	394
1138113	349
1138114	358
1138116	350
1138117	492
1138118	613
1138120	209
1138121	480
1138122	468
1138124	460
1138125	271
1138126	291
1138127	298
1138128	167
1138129	659
1138130	859
1138131	462
1138132	471
1138133	678
1138135	303
1138136	371
1138138	435
1138139	33
